[2016-08-09T14:47:00+0800] [info] - start[1470725220040] time[3] tag[http#GET-/javascripts/src/com/main.js]
[2016-08-09T14:47:00+0800] [info] - start[1470725220041] time[7] tag[http#GET-/javascripts/src/home/index.js]
[2016-08-09T14:47:00+0800] [info] - start[1470725220140] time[2] tag[rpc#ProductFacade.getCategoryTree]
[2016-08-09T14:47:00+0800] [info] - start[1470725220139] time[14] tag[http#GET-/Home/SaveUtm]
[2016-08-09T14:47:00+0800] [info] - start[1470725220166] time[3] tag[http#GET-/javascripts/src/com/jquery-plugins.js]
[2016-08-09T14:47:00+0800] [info] - start[1470725220285] time[2] tag[http#GET-/javascripts/src/plugins/sub-menu.js]
[2016-08-09T14:47:00+0800] [info] - start[1470725220288] time[1] tag[http#GET-/javascripts/src/plugins/top-menu.js]
[2016-08-09T14:47:00+0800] [info] - start[1470725220363] time[1] tag[http#GET-/javascripts/src/plugins/fixed-tool-float.js]
[2016-08-09T14:47:00+0800] [info] - start[1470725220410] time[1] tag[http#GET-/javascripts/src/com/helper.js]
[2016-08-09T14:47:00+0800] [info] - start[1470725220467] time[2] tag[http#GET-/html/public/top-menu.html]
[2016-08-09T14:47:00+0800] [info] - start[1470725220468] time[2] tag[http#GET-/html/product/fixed-tool-float.html]
[2016-08-09T14:47:00+0800] [info] - start[1470725220510] time[5] tag[http#GET-/api/users/islogin]
[2016-08-09T14:47:00+0800] [info] - start[1470725220532] time[2] tag[http#GET-/api/shopping-cart/list]
[2016-08-09T14:47:03+0800] [info] - start[1470725223300] time[254] tag[rpc#ProductFacade.getInsuranceDetail]
[2016-08-09T14:47:03+0800] [info] - start[1470725223576] time[37] tag[rpc#ProductFacade.getFAQList]
[2016-08-09T14:47:03+0800] [info] - start[1470725223567] time[52] tag[rpc#ProductFacade.getProductAnalysisInfo]
[2016-08-09T14:47:03+0800] [info] - start[1470725223572] time[51] tag[rpc#ProductFacade.getSettlingExplainInfo]
[2016-08-09T14:47:03+0800] [info] - start[1470725223605] time[56] tag[rpc#ProductFacade.getProductGroupList]
[2016-08-09T14:47:03+0800] [info] - start[1470725223599] time[65] tag[rpc#ProductFacade.getSalePromotion]
